Date,Region,Province,Country,Total_Confirmed,Total_Deaths,Total_Recovered,Total_Active
03-22-2020,Coos,New Hampshire,US,0,0,0,0
03-22-2020,Catron,New Mexico,US,0,0,0,0
03-22-2020,Chaves,New Mexico,US,0,0,0,0
03-22-2020,Cibola,New Mexico,US,0,0,0,0
03-22-2020,Colfax,New Mexico,US,0,0,0,0
03-22-2020,Curry,New Mexico,US,0,0,0,0
03-22-2020,De Baca,New Mexico,US,0,0,0,0
03-22-2020,Doña Ana,New Mexico,US,0,0,0,0
03-22-2020,Eddy,New Mexico,US,0,0,0,0
03-22-2020,Grant,New Mexico,US,0,0,0,0
03-22-2020,Guadalupe,New Mexico,US,0,0,0,0
03-22-2020,Harding,New Mexico,US,0,0,0,0
03-22-2020,Hidalgo,New Mexico,US,0,0,0,0
03-22-2020,Lincoln,New Mexico,US,0,0,0,0
03-22-2020,Los Alamos,New Mexico,US,0,0,0,0
03-22-2020,Luna,New Mexico,US,0,0,0,0
03-22-2020,Mora,New Mexico,US,0,0,0,0
03-22-2020,Otero,New Mexico,US,0,0,0,0
03-22-2020,Quay,New Mexico,US,0,0,0,0
03-22-2020,Rio Arriba,New Mexico,US,0,0,0,0
03-22-2020,Roosevelt,New Mexico,US,0,0,0,0
03-22-2020,San Juan,New Mexico,US,0,0,0,0
03-22-2020,Sierra,New Mexico,US,0,0,0,0
03-22-2020,Torrance,New Mexico,US,0,0,0,0
03-22-2020,Union,New Mexico,US,0,0,0,0
03-22-2020,Valencia,New Mexico,US,0,0,0,0
03-22-2020,Bronx,New York,US,0,0,0,0
03-22-2020,Cattaraugus,New York,US,0,0,0,0
03-22-2020,Cayuga,New York,US,0,0,0,0
03-22-2020,Chautauqua,New York,US,0,0,0,0
03-22-2020,Chemung,New York,US,0,0,0,0
03-22-2020,Franklin,New York,US,0,0,0,0
03-22-2020,Kings,New York,US,0,0,0,0
03-22-2020,Lewis,New York,US,0,0,0,0
03-22-2020,Madison,New York,US,0,0,0,0
03-22-2020,Orleans,New York,US,0,0,0,0
03-22-2020,Oswego,New York,US,0,0,0,0
03-22-2020,Otsego,New York,US,0,0,0,0
03-22-2020,Queens,New York,US,0,0,0,0
03-22-2020,Richmond,New York,US,0,0,0,0
03-22-2020,Schuyler,New York,US,0,0,0,0
03-22-2020,Seneca,New York,US,0,0,0,0
03-22-2020,St. Lawrence,New York,US,0,0,0,0
03-22-2020,Yates,New York,US,0,0,0,0
03-22-2020,Alexander,North Carolina,US,0,0,0,0
03-22-2020,Alleghany,North Carolina,US,0,0,0,0
03-22-2020,Anson,North Carolina,US,0,0,0,0
03-22-2020,Ashe,North Carolina,US,0,0,0,0
03-22-2020,Avery,North Carolina,US,0,0,0,0
03-22-2020,Beaufort,North Carolina,US,0,0,0,0
03-22-2020,Bertie,North Carolina,US,0,0,0,0
03-22-2020,Bladen,North Carolina,US,0,0,0,0
03-22-2020,Burke,North Carolina,US,0,0,0,0
03-22-2020,Caldwell,North Carolina,US,0,0,0,0
03-22-2020,Camden,North Carolina,US,0,0,0,0
03-22-2020,Caswell,North Carolina,US,0,0,0,0
03-22-2020,Clay,North Carolina,US,0,0,0,0
03-22-2020,Cleveland,North Carolina,US,0,0,0,0
03-22-2020,Columbus,North Carolina,US,0,0,0,0
03-22-2020,Currituck,North Carolina,US,0,0,0,0
03-22-2020,Dare,North Carolina,US,0,0,0,0
03-22-2020,Duplin,North Carolina,US,0,0,0,0
03-22-2020,Edgecombe,North Carolina,US,0,0,0,0
03-22-2020,Gates,North Carolina,US,0,0,0,0
03-22-2020,Graham,North Carolina,US,0,0,0,0
03-22-2020,Greene,North Carolina,US,0,0,0,0
03-22-2020,Halifax,North Carolina,US,0,0,0,0
03-22-2020,Haywood,North Carolina,US,0,0,0,0
03-22-2020,Hertford,North Carolina,US,0,0,0,0
03-22-2020,Jackson,North Carolina,US,0,0,0,0
03-22-2020,Jones,North Carolina,US,0,0,0,0
03-22-2020,Lenoir,North Carolina,US,0,0,0,0
03-22-2020,Macon,North Carolina,US,0,0,0,0
03-22-2020,Madison,North Carolina,US,0,0,0,0
03-22-2020,Martin,North Carolina,US,0,0,0,0
03-22-2020,McDowell,North Carolina,US,0,0,0,0
03-22-2020,Mitchell,North Carolina,US,0,0,0,0
03-22-2020,Northampton,North Carolina,US,0,0,0,0
03-22-2020,Pamlico,North Carolina,US,0,0,0,0
03-22-2020,Pender,North Carolina,US,0,0,0,0
03-22-2020,Perquimans,North Carolina,US,0,0,0,0
03-22-2020,Person,North Carolina,US,0,0,0,0
03-22-2020,Polk,North Carolina,US,0,0,0,0
03-22-2020,Randolph,North Carolina,US,0,0,0,0
03-22-2020,Richmond,North Carolina,US,0,0,0,0
03-22-2020,Rockingham,North Carolina,US,0,0,0,0
03-22-2020,Rutherford,North Carolina,US,0,0,0,0
03-22-2020,Stanly,North Carolina,US,0,0,0,0
03-22-2020,Stokes,North Carolina,US,0,0,0,0
03-22-2020,Surry,North Carolina,US,0,0,0,0
03-22-2020,Swain,North Carolina,US,0,0,0,0
03-22-2020,Transylvania,North Carolina,US,0,0,0,0
03-22-2020,Tyrrell,North Carolina,US,0,0,0,0
03-22-2020,Vance,North Carolina,US,0,0,0,0
03-22-2020,Warren,North Carolina,US,0,0,0,0
03-22-2020,Washington,North Carolina,US,0,0,0,0
03-22-2020,Wilkes,North Carolina,US,0,0,0,0
03-22-2020,Yadkin,North Carolina,US,0,0,0,0
03-22-2020,Yancey,North Carolina,US,0,0,0,0
03-22-2020,Adams,North Dakota,US,0,0,0,0
03-22-2020,Barnes,North Dakota,US,0,0,0,0
03-22-2020,Benson,North Dakota,US,0,0,0,0
03-22-2020,Billings,North Dakota,US,0,0,0,0
03-22-2020,Bottineau,North Dakota,US,0,0,0,0
03-22-2020,Bowman,North Dakota,US,0,0,0,0
03-22-2020,Burke,North Dakota,US,0,0,0,0
03-22-2020,Cavalier,North Dakota,US,0,0,0,0
03-22-2020,Dickey,North Dakota,US,0,0,0,0
03-22-2020,Divide,North Dakota,US,0,0,0,0
03-22-2020,Dunn,North Dakota,US,0,0,0,0
03-22-2020,Eddy,North Dakota,US,0,0,0,0
03-22-2020,Emmons,North Dakota,US,0,0,0,0
03-22-2020,Foster,North Dakota,US,0,0,0,0
03-22-2020,Golden Valley,North Dakota,US,0,0,0,0
03-22-2020,Grand Forks,North Dakota,US,0,0,0,0
03-22-2020,Grant,North Dakota,US,0,0,0,0
03-22-2020,Griggs,North Dakota,US,0,0,0,0
03-22-2020,Hettinger,North Dakota,US,0,0,0,0
03-22-2020,Kidder,North Dakota,US,0,0,0,0
03-22-2020,LaMoure,North Dakota,US,0,0,0,0
03-22-2020,Logan,North Dakota,US,0,0,0,0
03-22-2020,McHenry,North Dakota,US,0,0,0,0
03-22-2020,McIntosh,North Dakota,US,0,0,0,0
03-22-2020,McKenzie,North Dakota,US,0,0,0,0
03-22-2020,McLean,North Dakota,US,0,0,0,0
03-22-2020,Mercer,North Dakota,US,0,0,0,0
03-22-2020,Mountrail,North Dakota,US,0,0,0,0
03-22-2020,Nelson,North Dakota,US,0,0,0,0
03-22-2020,Oliver,North Dakota,US,0,0,0,0
03-22-2020,Pembina,North Dakota,US,0,0,0,0
03-22-2020,Ransom,North Dakota,US,0,0,0,0
03-22-2020,Renville,North Dakota,US,0,0,0,0
03-22-2020,Richland,North Dakota,US,0,0,0,0
03-22-2020,Rolette,North Dakota,US,0,0,0,0
03-22-2020,Sargent,North Dakota,US,0,0,0,0
03-22-2020,Sheridan,North Dakota,US,0,0,0,0
03-22-2020,Sioux,North Dakota,US,0,0,0,0
03-22-2020,Slope,North Dakota,US,0,0,0,0
03-22-2020,Stark,North Dakota,US,0,0,0,0
03-22-2020,Steele,North Dakota,US,0,0,0,0
03-22-2020,Stutsman,North Dakota,US,0,0,0,0
03-22-2020,Towner,North Dakota,US,0,0,0,0
03-22-2020,Traill,North Dakota,US,0,0,0,0
03-22-2020,Walsh,North Dakota,US,0,0,0,0
03-22-2020,Wells,North Dakota,US,0,0,0,0
03-22-2020,Williams,North Dakota,US,0,0,0,0
03-22-2020,Adams,Ohio,US,0,0,0,0
03-22-2020,Allen,Ohio,US,0,0,0,0
03-22-2020,Athens,Ohio,US,0,0,0,0
03-22-2020,Auglaize,Ohio,US,0,0,0,0
03-22-2020,Brown,Ohio,US,0,0,0,0
03-22-2020,Champaign,Ohio,US,0,0,0,0
03-22-2020,Crawford,Ohio,US,0,0,0,0
03-22-2020,Fairfield,Ohio,US,0,0,0,0
03-22-2020,Fayette,Ohio,US,0,0,0,0
03-22-2020,Fulton,Ohio,US,0,0,0,0
03-22-2020,Guernsey,Ohio,US,0,0,0,0
03-22-2020,Hardin,Ohio,US,0,0,0,0
03-22-2020,Harrison,Ohio,US,0,0,0,0
03-22-2020,Henry,Ohio,US,0,0,0,0
03-22-2020,Highland,Ohio,US,0,0,0,0
03-22-2020,Hocking,Ohio,US,0,0,0,0
03-22-2020,Holmes,Ohio,US,0,0,0,0
03-22-2020,Jackson,Ohio,US,0,0,0,0
03-22-2020,Jefferson,Ohio,US,0,0,0,0
03-22-2020,Lawrence,Ohio,US,0,0,0,0
03-22-2020,Logan,Ohio,US,0,0,0,0
03-22-2020,Meigs,Ohio,US,0,0,0,0
03-22-2020,Mercer,Ohio,US,0,0,0,0
03-22-2020,Monroe,Ohio,US,0,0,0,0
03-22-2020,Morgan,Ohio,US,0,0,0,0
03-22-2020,Morrow,Ohio,US,0,0,0,0
03-22-2020,Muskingum,Ohio,US,0,0,0,0
03-22-2020,Noble,Ohio,US,0,0,0,0
03-22-2020,Ottawa,Ohio,US,0,0,0,0
03-22-2020,Paulding,Ohio,US,0,0,0,0
03-22-2020,Perry,Ohio,US,0,0,0,0
03-22-2020,Pickaway,Ohio,US,0,0,0,0
03-22-2020,Pike,Ohio,US,0,0,0,0
03-22-2020,Preble,Ohio,US,0,0,0,0
03-22-2020,Putnam,Ohio,US,0,0,0,0
03-22-2020,Ross,Ohio,US,0,0,0,0
03-22-2020,Sandusky,Ohio,US,0,0,0,0
03-22-2020,Scioto,Ohio,US,0,0,0,0
03-22-2020,Seneca,Ohio,US,0,0,0,0
03-22-2020,Shelby,Ohio,US,0,0,0,0
03-22-2020,Van Wert,Ohio,US,0,0,0,0
03-22-2020,Vinton,Ohio,US,0,0,0,0
03-22-2020,Wayne,Ohio,US,0,0,0,0
03-22-2020,Williams,Ohio,US,0,0,0,0
03-22-2020,Wyandot,Ohio,US,0,0,0,0
03-22-2020,Adair,Oklahoma,US,0,0,0,0
03-22-2020,Alfalfa,Oklahoma,US,0,0,0,0
03-22-2020,Atoka,Oklahoma,US,0,0,0,0
03-22-2020,Beaver,Oklahoma,US,0,0,0,0
03-22-2020,Beckham,Oklahoma,US,0,0,0,0
03-22-2020,Blaine,Oklahoma,US,0,0,0,0
03-22-2020,Bryan,Oklahoma,US,0,0,0,0
03-22-2020,Caddo,Oklahoma,US,0,0,0,0
03-22-2020,Carter,Oklahoma,US,0,0,0,0
03-22-2020,Cherokee,Oklahoma,US,0,0,0,0
03-22-2020,Choctaw,Oklahoma,US,0,0,0,0
03-22-2020,Cimarron,Oklahoma,US,0,0,0,0
03-22-2020,Coal,Oklahoma,US,0,0,0,0
03-22-2020,Comanche,Oklahoma,US,0,0,0,0
03-22-2020,Cotton,Oklahoma,US,0,0,0,0
03-22-2020,Craig,Oklahoma,US,0,0,0,0
03-22-2020,Creek,Oklahoma,US,0,0,0,0
03-22-2020,Delaware,Oklahoma,US,0,0,0,0
03-22-2020,Dewey,Oklahoma,US,0,0,0,0
03-22-2020,Ellis,Oklahoma,US,0,0,0,0
03-22-2020,Garfield,Oklahoma,US,0,0,0,0
03-22-2020,Grant,Oklahoma,US,0,0,0,0
03-22-2020,Greer,Oklahoma,US,0,0,0,0
03-22-2020,Harmon,Oklahoma,US,0,0,0,0
03-22-2020,Harper,Oklahoma,US,0,0,0,0
03-22-2020,Haskell,Oklahoma,US,0,0,0,0
03-22-2020,Hughes,Oklahoma,US,0,0,0,0
03-22-2020,Jefferson,Oklahoma,US,0,0,0,0
03-22-2020,Johnston,Oklahoma,US,0,0,0,0
03-22-2020,Kingfisher,Oklahoma,US,0,0,0,0
03-22-2020,Kiowa,Oklahoma,US,0,0,0,0
03-22-2020,Latimer,Oklahoma,US,0,0,0,0
03-22-2020,Le Flore,Oklahoma,US,0,0,0,0
03-22-2020,Lincoln,Oklahoma,US,0,0,0,0
03-22-2020,Love,Oklahoma,US,0,0,0,0
03-22-2020,Major,Oklahoma,US,0,0,0,0
03-22-2020,Marshall,Oklahoma,US,0,0,0,0
03-22-2020,Mayes,Oklahoma,US,0,0,0,0
03-22-2020,McCurtain,Oklahoma,US,0,0,0,0
03-22-2020,McIntosh,Oklahoma,US,0,0,0,0
03-22-2020,Murray,Oklahoma,US,0,0,0,0
03-22-2020,Nowata,Oklahoma,US,0,0,0,0
03-22-2020,Okfuskee,Oklahoma,US,0,0,0,0
03-22-2020,Okmulgee,Oklahoma,US,0,0,0,0
03-22-2020,Osage,Oklahoma,US,0,0,0,0
03-22-2020,Ottawa,Oklahoma,US,0,0,0,0
03-22-2020,Pittsburg,Oklahoma,US,0,0,0,0
03-22-2020,Pontotoc,Oklahoma,US,0,0,0,0
03-22-2020,Pottawatomie,Oklahoma,US,0,0,0,0
03-22-2020,Pushmataha,Oklahoma,US,0,0,0,0
03-22-2020,Roger Mills,Oklahoma,US,0,0,0,0
03-22-2020,Rogers,Oklahoma,US,0,0,0,0
03-22-2020,Seminole,Oklahoma,US,0,0,0,0
03-22-2020,Sequoyah,Oklahoma,US,0,0,0,0
03-22-2020,Stephens,Oklahoma,US,0,0,0,0
03-22-2020,Texas,Oklahoma,US,0,0,0,0
03-22-2020,Tillman,Oklahoma,US,0,0,0,0
03-22-2020,Wagoner,Oklahoma,US,0,0,0,0
03-22-2020,Washita,Oklahoma,US,0,0,0,0
03-22-2020,Woods,Oklahoma,US,0,0,0,0
03-22-2020,Woodward,Oklahoma,US,0,0,0,0
03-22-2020,Baker,Oregon,US,0,0,0,0
03-22-2020,Clatsop,Oregon,US,0,0,0,0
03-22-2020,Columbia,Oregon,US,0,0,0,0
03-22-2020,Coos,Oregon,US,0,0,0,0
03-22-2020,Crook,Oregon,US,0,0,0,0
03-22-2020,Curry,Oregon,US,0,0,0,0
03-22-2020,Gilliam,Oregon,US,0,0,0,0
03-22-2020,Harney,Oregon,US,0,0,0,0
03-22-2020,Hood River,Oregon,US,0,0,0,0
03-22-2020,Jefferson,Oregon,US,0,0,0,0
03-22-2020,Lake,Oregon,US,0,0,0,0
03-22-2020,Lincoln,Oregon,US,0,0,0,0
03-22-2020,Malheur,Oregon,US,0,0,0,0
03-22-2020,Morrow,Oregon,US,0,0,0,0
03-22-2020,Sherman,Oregon,US,0,0,0,0
03-22-2020,Tillamook,Oregon,US,0,0,0,0
03-22-2020,Wallowa,Oregon,US,0,0,0,0
03-22-2020,Wasco,Oregon,US,0,0,0,0
03-22-2020,Wheeler,Oregon,US,0,0,0,0
03-22-2020,Armstrong,Pennsylvania,US,0,0,0,0
03-22-2020,Bedford,Pennsylvania,US,0,0,0,0
03-22-2020,Blair,Pennsylvania,US,0,0,0,0
03-22-2020,Bradford,Pennsylvania,US,0,0,0,0
03-22-2020,Cambria,Pennsylvania,US,0,0,0,0
03-22-2020,Cameron,Pennsylvania,US,0,0,0,0
03-22-2020,Carbon,Pennsylvania,US,0,0,0,0
03-22-2020,Clarion,Pennsylvania,US,0,0,0,0
03-22-2020,Clearfield,Pennsylvania,US,0,0,0,0
03-22-2020,Clinton,Pennsylvania,US,0,0,0,0
03-22-2020,Crawford,Pennsylvania,US,0,0,0,0
03-22-2020,Elk,Pennsylvania,US,0,0,0,0
03-22-2020,Forest,Pennsylvania,US,0,0,0,0
03-22-2020,Fulton,Pennsylvania,US,0,0,0,0
03-22-2020,Greene,Pennsylvania,US,0,0,0,0
03-22-2020,Huntingdon,Pennsylvania,US,0,0,0,0
03-22-2020,Indiana,Pennsylvania,US,0,0,0,0
03-22-2020,Jefferson,Pennsylvania,US,0,0,0,0
03-22-2020,Juniata,Pennsylvania,US,0,0,0,0
03-22-2020,Lawrence,Pennsylvania,US,0,0,0,0
03-22-2020,Lycoming,Pennsylvania,US,0,0,0,0
03-22-2020,McKean,Pennsylvania,US,0,0,0,0
03-22-2020,Mifflin,Pennsylvania,US,0,0,0,0
03-22-2020,Northumberland,Pennsylvania,US,0,0,0,0
03-22-2020,Perry,Pennsylvania,US,0,0,0,0
03-22-2020,Snyder,Pennsylvania,US,0,0,0,0
03-22-2020,Somerset,Pennsylvania,US,0,0,0,0
03-22-2020,Sullivan,Pennsylvania,US,0,0,0,0
03-22-2020,Susquehanna,Pennsylvania,US,0,0,0,0
03-22-2020,Tioga,Pennsylvania,US,0,0,0,0
03-22-2020,Union,Pennsylvania,US,0,0,0,0
03-22-2020,Venango,Pennsylvania,US,0,0,0,0
03-22-2020,Warren,Pennsylvania,US,0,0,0,0
03-22-2020,Wyoming,Pennsylvania,US,0,0,0,0
03-22-2020,Allendale,South Carolina,US,0,0,0,0
03-22-2020,Bamberg,South Carolina,US,0,0,0,0
03-22-2020,Barnwell,South Carolina,US,0,0,0,0
03-22-2020,Cherokee,South Carolina,US,0,0,0,0
03-22-2020,Chester,South Carolina,US,0,0,0,0
03-22-2020,Chesterfield,South Carolina,US,0,0,0,0
03-22-2020,Georgetown,South Carolina,US,0,0,0,0
03-22-2020,Laurens,South Carolina,US,0,0,0,0
03-22-2020,Marion,South Carolina,US,0,0,0,0
03-22-2020,McCormick,South Carolina,US,0,0,0,0
03-22-2020,Oconee,South Carolina,US,0,0,0,0
03-22-2020,Union,South Carolina,US,0,0,0,0
03-22-2020,Williamsburg,South Carolina,US,0,0,0,0
03-22-2020,Aurora,South Dakota,US,0,0,0,0
03-22-2020,Bennett,South Dakota,US,0,0,0,0
03-22-2020,Brookings,South Dakota,US,0,0,0,0
03-22-2020,Brule,South Dakota,US,0,0,0,0
03-22-2020,Buffalo,South Dakota,US,0,0,0,0
03-22-2020,Butte,South Dakota,US,0,0,0,0
03-22-2020,Campbell,South Dakota,US,0,0,0,0
03-22-2020,Clark,South Dakota,US,0,0,0,0
03-22-2020,Clay,South Dakota,US,0,0,0,0
03-22-2020,Codington,South Dakota,US,0,0,0,0
03-22-2020,Corson,South Dakota,US,0,0,0,0
03-22-2020,Custer,South Dakota,US,0,0,0,0
03-22-2020,Day,South Dakota,US,0,0,0,0
03-22-2020,Deuel,South Dakota,US,0,0,0,0
03-22-2020,Dewey,South Dakota,US,0,0,0,0
03-22-2020,Douglas,South Dakota,US,0,0,0,0
03-22-2020,Edmunds,South Dakota,US,0,0,0,0
03-22-2020,Fall River,South Dakota,US,0,0,0,0
03-22-2020,Faulk,South Dakota,US,0,0,0,0
03-22-2020,Grant,South Dakota,US,0,0,0,0
03-22-2020,Gregory,South Dakota,US,0,0,0,0
03-22-2020,Haakon,South Dakota,US,0,0,0,0
03-22-2020,Hamlin,South Dakota,US,0,0,0,0
03-22-2020,Hand,South Dakota,US,0,0,0,0
03-22-2020,Hanson,South Dakota,US,0,0,0,0
03-22-2020,Harding,South Dakota,US,0,0,0,0
03-22-2020,Hughes,South Dakota,US,0,0,0,0
03-22-2020,Hutchinson,South Dakota,US,0,0,0,0
03-22-2020,Hyde,South Dakota,US,0,0,0,0
03-22-2020,Jackson,South Dakota,US,0,0,0,0
03-22-2020,Jerauld,South Dakota,US,0,0,0,0
03-22-2020,Jones,South Dakota,US,0,0,0,0
03-22-2020,Kingsbury,South Dakota,US,0,0,0,0
03-22-2020,Lake,South Dakota,US,0,0,0,0
03-22-2020,Lawrence,South Dakota,US,0,0,0,0
03-22-2020,Lincoln,South Dakota,US,0,0,0,0
03-22-2020,Lyman,South Dakota,US,0,0,0,0
03-22-2020,Marshall,South Dakota,US,0,0,0,0
03-22-2020,McPherson,South Dakota,US,0,0,0,0
03-22-2020,Meade,South Dakota,US,0,0,0,0
03-22-2020,Mellette,South Dakota,US,0,0,0,0
03-22-2020,Miner,South Dakota,US,0,0,0,0
03-22-2020,Moody,South Dakota,US,0,0,0,0
03-22-2020,Oglala Lakota,South Dakota,US,0,0,0,0
03-22-2020,Perkins,South Dakota,US,0,0,0,0
03-22-2020,Potter,South Dakota,US,0,0,0,0
03-22-2020,Roberts,South Dakota,US,0,0,0,0
03-22-2020,Sanborn,South Dakota,US,0,0,0,0
03-22-2020,Spink,South Dakota,US,0,0,0,0
03-22-2020,Stanley,South Dakota,US,0,0,0,0
03-22-2020,Sully,South Dakota,US,0,0,0,0
03-22-2020,Todd,South Dakota,US,0,0,0,0
03-22-2020,Tripp,South Dakota,US,0,0,0,0
03-22-2020,Turner,South Dakota,US,0,0,0,0
03-22-2020,Union,South Dakota,US,0,0,0,0
03-22-2020,Walworth,South Dakota,US,0,0,0,0
03-22-2020,Yankton,South Dakota,US,0,0,0,0
03-22-2020,Ziebach,South Dakota,US,0,0,0,0
03-22-2020,Bedford,Tennessee,US,0,0,0,0
03-22-2020,Benton,Tennessee,US,0,0,0,0
03-22-2020,Bledsoe,Tennessee,US,0,0,0,0
03-22-2020,Cannon,Tennessee,US,0,0,0,0
03-22-2020,Carter,Tennessee,US,0,0,0,0
03-22-2020,Claiborne,Tennessee,US,0,0,0,0
03-22-2020,Clay,Tennessee,US,0,0,0,0
03-22-2020,Coffee,Tennessee,US,0,0,0,0
03-22-2020,Crockett,Tennessee,US,0,0,0,0
03-22-2020,Decatur,Tennessee,US,0,0,0,0
03-22-2020,DeKalb,Tennessee,US,0,0,0,0
03-22-2020,Fentress,Tennessee,US,0,0,0,0
03-22-2020,Giles,Tennessee,US,0,0,0,0
03-22-2020,Grainger,Tennessee,US,0,0,0,0
03-22-2020,Grundy,Tennessee,US,0,0,0,0
03-22-2020,Hancock,Tennessee,US,0,0,0,0
03-22-2020,Hardeman,Tennessee,US,0,0,0,0
03-22-2020,Hardin,Tennessee,US,0,0,0,0
03-22-2020,Hawkins,Tennessee,US,0,0,0,0
03-22-2020,Haywood,Tennessee,US,0,0,0,0
03-22-2020,Henderson,Tennessee,US,0,0,0,0
03-22-2020,Henry,Tennessee,US,0,0,0,0
03-22-2020,Hickman,Tennessee,US,0,0,0,0
03-22-2020,Humphreys,Tennessee,US,0,0,0,0
03-22-2020,Jackson,Tennessee,US,0,0,0,0
03-22-2020,Johnson,Tennessee,US,0,0,0,0
03-22-2020,Lake,Tennessee,US,0,0,0,0
03-22-2020,Lauderdale,Tennessee,US,0,0,0,0
03-22-2020,Lawrence,Tennessee,US,0,0,0,0
03-22-2020,Lewis,Tennessee,US,0,0,0,0
03-22-2020,Lincoln,Tennessee,US,0,0,0,0
03-22-2020,Macon,Tennessee,US,0,0,0,0
03-22-2020,Madison,Tennessee,US,0,0,0,0
03-22-2020,Marshall,Tennessee,US,0,0,0,0
03-22-2020,McNairy,Tennessee,US,0,0,0,0
03-22-2020,Meigs,Tennessee,US,0,0,0,0
03-22-2020,Moore,Tennessee,US,0,0,0,0
03-22-2020,Morgan,Tennessee,US,0,0,0,0
03-22-2020,Obion,Tennessee,US,0,0,0,0
03-22-2020,Overton,Tennessee,US,0,0,0,0
03-22-2020,Pickett,Tennessee,US,0,0,0,0
03-22-2020,Polk,Tennessee,US,0,0,0,0
03-22-2020,Rhea,Tennessee,US,0,0,0,0
03-22-2020,Sequatchie,Tennessee,US,0,0,0,0
03-22-2020,Smith,Tennessee,US,0,0,0,0
03-22-2020,Stewart,Tennessee,US,0,0,0,0
03-22-2020,Trousdale,Tennessee,US,0,0,0,0
03-22-2020,Unicoi,Tennessee,US,0,0,0,0
03-22-2020,Union,Tennessee,US,0,0,0,0
03-22-2020,Van Buren,Tennessee,US,0,0,0,0
03-22-2020,Warren,Tennessee,US,0,0,0,0
03-22-2020,Wayne,Tennessee,US,0,0,0,0
03-22-2020,Weakley,Tennessee,US,0,0,0,0
03-22-2020,White,Tennessee,US,0,0,0,0
03-22-2020,Anderson,Texas,US,0,0,0,0
03-22-2020,Andrews,Texas,US,0,0,0,0
03-22-2020,Angelina,Texas,US,0,0,0,0
03-22-2020,Aransas,Texas,US,0,0,0,0
03-22-2020,Archer,Texas,US,0,0,0,0
03-22-2020,Armstrong,Texas,US,0,0,0,0
03-22-2020,Austin,Texas,US,0,0,0,0
03-22-2020,Bailey,Texas,US,0,0,0,0
03-22-2020,Bandera,Texas,US,0,0,0,0
03-22-2020,Bastrop,Texas,US,0,0,0,0
03-22-2020,Baylor,Texas,US,0,0,0,0
03-22-2020,Bee,Texas,US,0,0,0,0
03-22-2020,Blanco,Texas,US,0,0,0,0
03-22-2020,Borden,Texas,US,0,0,0,0
03-22-2020,Bosque,Texas,US,0,0,0,0
03-22-2020,Brewster,Texas,US,0,0,0,0
03-22-2020,Briscoe,Texas,US,0,0,0,0
03-22-2020,Brooks,Texas,US,0,0,0,0
03-22-2020,Burleson,Texas,US,0,0,0,0
03-22-2020,Caldwell,Texas,US,0,0,0,0
03-22-2020,Calhoun,Texas,US,0,0,0,0
03-22-2020,Callahan,Texas,US,0,0,0,0
03-22-2020,Camp,Texas,US,0,0,0,0
03-22-2020,Carson,Texas,US,0,0,0,0
03-22-2020,Cass,Texas,US,0,0,0,0
03-22-2020,Cherokee,Texas,US,0,0,0,0
03-22-2020,Childress,Texas,US,0,0,0,0
03-22-2020,Clay,Texas,US,0,0,0,0
03-22-2020,Cochran,Texas,US,0,0,0,0
03-22-2020,Coke,Texas,US,0,0,0,0
03-22-2020,Coleman,Texas,US,0,0,0,0
03-22-2020,Collingsworth,Texas,US,0,0,0,0
03-22-2020,Colorado,Texas,US,0,0,0,0
03-22-2020,Comanche,Texas,US,0,0,0,0
03-22-2020,Concho,Texas,US,0,0,0,0
03-22-2020,Cooke,Texas,US,0,0,0,0
03-22-2020,Coryell,Texas,US,0,0,0,0
03-22-2020,Cottle,Texas,US,0,0,0,0
03-22-2020,Crockett,Texas,US,0,0,0,0
03-22-2020,Crosby,Texas,US,0,0,0,0
03-22-2020,Culberson,Texas,US,0,0,0,0
03-22-2020,Dallam,Texas,US,0,0,0,0
03-22-2020,Dawson,Texas,US,0,0,0,0
03-22-2020,Delta,Texas,US,0,0,0,0
03-22-2020,Dickens,Texas,US,0,0,0,0
03-22-2020,Dimmit,Texas,US,0,0,0,0
03-22-2020,Donley,Texas,US,0,0,0,0
03-22-2020,Duval,Texas,US,0,0,0,0
03-22-2020,Eastland,Texas,US,0,0,0,0
03-22-2020,Ector,Texas,US,0,0,0,0
03-22-2020,Edwards,Texas,US,0,0,0,0
03-22-2020,Erath,Texas,US,0,0,0,0
03-22-2020,Falls,Texas,US,0,0,0,0
03-22-2020,Fisher,Texas,US,0,0,0,0
03-22-2020,Floyd,Texas,US,0,0,0,0
03-22-2020,Foard,Texas,US,0,0,0,0
03-22-2020,Franklin,Texas,US,0,0,0,0
03-22-2020,Freestone,Texas,US,0,0,0,0
03-22-2020,Frio,Texas,US,0,0,0,0
03-22-2020,Gaines,Texas,US,0,0,0,0
03-22-2020,Garza,Texas,US,0,0,0,0
03-22-2020,Gillespie,Texas,US,0,0,0,0
03-22-2020,Glasscock,Texas,US,0,0,0,0
03-22-2020,Goliad,Texas,US,0,0,0,0
03-22-2020,Gonzales,Texas,US,0,0,0,0
03-22-2020,Gray,Texas,US,0,0,0,0
03-22-2020,Grayson,Texas,US,0,0,0,0
03-22-2020,Hale,Texas,US,0,0,0,0
03-22-2020,Hall,Texas,US,0,0,0,0
03-22-2020,Hamilton,Texas,US,0,0,0,0
03-22-2020,Hansford,Texas,US,0,0,0,0
03-22-2020,Hardeman,Texas,US,0,0,0,0
03-22-2020,Harrison,Texas,US,0,0,0,0
